T, [([], '1'), ('A', '1')],0,1
A', [([], '1'), ('A', '0')],1,1
B', [([], '1'), ('B', '0')],1,1
C', [([], '1'), ('C', '0')],1,1
D', [([], '1'), ('D', '0')],1,1
A, [([], '0'), ('A', '1')],1,1
F, [([], '0'), ('A', '0')],0,1
B, [([], '0'), ('B', '1')],1,1
C, [([], '0'), ('C', '1')],1,1
D, [([], '0'), ('D', '1')],1,1
A'B', [([], '1'), ('A', '0'), ('B', '0')],2,2
A'C', [([], '1'), ('A', '0'), ('C', '0')],2,2
A'D', [([], '1'), ('A', '0'), ('D', '0')],2,2
B'C', [([], '1'), ('B', '0'), ('C', '0')],2,2
B'D', [([], '1'), ('B', '0'), ('D', '0')],2,2
C'D', [([], '1'), ('C', '0'), ('D', '0')],2,2
A+B, [([], '0'), ('A', '1'), ('B', '1')],2,2
A+C, [([], '0'), ('A', '1'), ('C', '1')],2,2
A+D, [([], '0'), ('A', '1'), ('D', '1')],2,2
B+C, [([], '0'), ('B', '1'), ('C', '1')],2,2
B+D, [([], '0'), ('B', '1'), ('D', '1')],2,2
C+D, [([], '0'), ('C', '1'), ('D', '1')],2,2
A'B'C', [([], '1'), ('A', '0'), ('B', '0'), ('C', '0')],3,3
A'B'D', [([], '1'), ('A', '0'), ('B', '0'), ('D', '0')],3,3
A'C'D', [([], '1'), ('A', '0'), ('C', '0'), ('D', '0')],3,3
B'C'D', [([], '1'), ('B', '0'), ('C', '0'), ('D', '0')],3,3
A+B+C, [([], '0'), ('A', '1'), ('B', '1'), ('C', '1')],3,3
A+B+D, [([], '0'), ('A', '1'), ('B', '1'), ('D', '1')],3,3
A+C+D, [([], '0'), ('A', '1'), ('C', '1'), ('D', '1')],3,3
B+C+D, [([], '0'), ('B', '1'), ('C', '1'), ('D', '1')],3,3
A'+B, [([], '1'), ('A', '0'), (('A', 'B'), '1')],2,3
A'+C, [([], '1'), ('A', '0'), (('A', 'C'), '1')],2,3
A'+D, [([], '1'), ('A', '0'), (('A', 'D'), '1')],2,3
A+B', [([], '1'), ('B', '0'), (('A', 'B'), '1')],2,3
B'+C, [([], '1'), ('B', '0'), (('B', 'C'), '1')],2,3
B'+D, [([], '1'), ('B', '0'), (('B', 'D'), '1')],2,3
A+C', [([], '1'), ('C', '0'), (('A', 'C'), '1')],2,3
B+C', [([], '1'), ('C', '0'), (('B', 'C'), '1')],2,3
C'+D, [([], '1'), ('C', '0'), (('C', 'D'), '1')],2,3
A+D', [([], '1'), ('D', '0'), (('A', 'D'), '1')],2,3
B+D', [([], '1'), ('D', '0'), (('B', 'D'), '1')],2,3
C+D', [([], '1'), ('D', '0'), (('C', 'D'), '1')],2,3
AB', [([], '0'), ('A', '1'), (('A', 'B'), '0')],2,3
AC', [([], '0'), ('A', '1'), (('A', 'C'), '0')],2,3
AD', [([], '0'), ('A', '1'), (('A', 'D'), '0')],2,3
A'B, [([], '0'), ('B', '1'), (('A', 'B'), '0')],2,3
BC', [([], '0'), ('B', '1'), (('B', 'C'), '0')],2,3
BD', [([], '0'), ('B', '1'), (('B', 'D'), '0')],2,3
A'C, [([], '0'), ('C', '1'), (('A', 'C'), '0')],2,3
B'C, [([], '0'), ('C', '1'), (('B', 'C'), '0')],2,3
CD', [([], '0'), ('C', '1'), (('C', 'D'), '0')],2,3
A'D, [([], '0'), ('D', '1'), (('A', 'D'), '0')],2,3
B'D, [([], '0'), ('D', '1'), (('B', 'D'), '0')],2,3
C'D, [([], '0'), ('D', '1'), (('C', 'D'), '0')],2,3
A'B'C'D', [([], '1'), ('A', '0'), ('B', '0'), ('C', '0'), ('D', '0')],4,4
A+B+C+D, [([], '0'), ('A', '1'), ('B', '1'), ('C', '1'), ('D', '1')],4,4
A'+B', [([], '1'), ('A', '1'), ('B', '1'), (('A', 'B'), '0')],2,4
B+AD+C'D', [([], '1'), ('A', '1'), ('D', '0'), (('A', 'C'), '0'), (('B', 'C'), '1'), (('A', 'C', 'D'), '1')],5,9
D+A'B'+B'C, [([], '1'), ('A', '0'), ('B', '0'), (('A', 'C'), '1'), (('A', 'D'), '1'), (('A', 'B', 'C'), '0')],5,9
C+A'B'+B'D, [([], '1'), ('A', '0'), ('B', '0'), (('A', 'C'), '1'), (('A', 'D'), '1'), (('A', 'B', 'D'), '0')],5,9
D+A'C'+BC', [([], '1'), ('A', '0'), ('C', '0'), (('A', 'B'), '1'), (('A', 'D'), '1'), (('A', 'B', 'C'), '0')],5,9
B+A'C'+C'D, [([], '1'), ('A', '0'), ('C', '0'), (('A', 'B'), '1'), (('A', 'D'), '1'), (('A', 'C', 'D'), '0')],5,9
A'C'+ABD', [([], '1'), ('A', '0'), ('C', '0'), (('A', 'B'), '1'), (('B', 'C'), '0'), (('A', 'B', 'D'), '0')],5,9
C+A'D'+BD', [([], '1'), ('A', '0'), ('D', '0'), (('A', 'B'), '1'), (('A', 'C'), '1'), (('A', 'B', 'D'), '0')],5,9
B+A'D'+CD', [([], '1'), ('A', '0'), ('D', '0'), (('A', 'B'), '1'), (('A', 'C'), '1'), (('A', 'C', 'D'), '0')],5,9
A'D'+ABC', [([], '1'), ('A', '0'), ('D', '0'), (('A', 'B'), '1'), (('B', 'D'), '0'), (('A', 'B', 'C'), '0')],5,9
A'D'+AB'C, [([], '1'), ('A', '0'), ('D', '0'), (('A', 'C'), '1'), (('C', 'D'), '0'), (('A', 'B', 'C'), '0')],5,9
A+B'+C'D', [([], '1'), ('B', '1'), ('C', '1'), (('B', 'C'), '0'), (('B', 'D'), '0'), (('A', 'B', 'C'), '1')],4,9
B'+CD+C'D', [([], '1'), ('B', '1'), ('C', '1'), (('B', 'C'), '0'), (('B', 'D'), '0'), (('B', 'C', 'D'), '1')],5,9
A+C'+B'D', [([], '1'), ('B', '1'), ('C', '1'), (('B', 'C'), '0'), (('C', 'D'), '0'), (('A', 'B', 'C'), '1')],4,9
C'+BD+B'D', [([], '1'), ('B', '1'), ('C', '1'), (('B', 'C'), '0'), (('C', 'D'), '0'), (('B', 'C', 'D'), '1')],5,9
A+D'+B'C', [([], '1'), ('B', '1'), ('D', '1'), (('B', 'D'), '0'), (('C', 'D'), '0'), (('A', 'B', 'D'), '1')],4,9
D'+BC+B'C', [([], '1'), ('B', '1'), ('D', '1'), (('B', 'D'), '0'), (('C', 'D'), '0'), (('B', 'C', 'D'), '1')],5,9
A+BD+C'D', [([], '1'), ('B', '1'), ('D', '0'), (('A', 'C'), '1'), (('B', 'C'), '0'), (('B', 'C', 'D'), '1')],5,9
B'C'+ABD', [([], '1'), ('B', '0'), ('C', '0'), (('A', 'B'), '1'), (('A', 'C'), '0'), (('A', 'B', 'D'), '0')],5,9
D+AC'+B'C', [([], '1'), ('B', '0'), ('C', '0'), (('A', 'B'), '1'), (('B', 'D'), '1'), (('A', 'B', 'C'), '0')],5,9
A+B'C'+C'D, [([], '1'), ('B', '0'), ('C', '0'), (('A', 'B'), '1'), (('B', 'D'), '1'), (('B', 'C', 'D'), '0')],5,9
B'C'+AB'D', [([], '1'), ('B', '0'), ('C', '0'), (('A', 'B'), '0'), (('A', 'C'), '1'), (('A', 'C', 'D'), '0')],5,9
B'D'+ABC', [([], '1'), ('B', '0'), ('D', '0'), (('A', 'B'), '1'), (('A', 'D'), '0'), (('A', 'B', 'C'), '0')],5,9
C+AD'+B'D', [([], '1'), ('B', '0'), ('D', '0'), (('A', 'B'), '1'), (('B', 'C'), '1'), (('A', 'B', 'D'), '0')],5,9
A+B'D'+CD', [([], '1'), ('B', '0'), ('D', '0'), (('A', 'B'), '1'), (('B', 'C'), '1'), (('B', 'C', 'D'), '0')],5,9
B'D'+AB'C', [([], '1'), ('B', '0'), ('D', '0'), (('A', 'B'), '0'), (('A', 'D'), '1'), (('A', 'C', 'D'), '0')],5,9
B'D'+A'BC, [([], '1'), ('B', '0'), ('D', '0'), (('B', 'C'), '1'), (('C', 'D'), '0'), (('A', 'B', 'C'), '0')],5,9
C'D'+AB'C, [([], '1'), ('C', '0'), ('D', '0'), (('A', 'C'), '1'), (('A', 'D'), '0'), (('A', 'B', 'C'), '0')],5,9
B+AD'+C'D', [([], '1'), ('C', '0'), ('D', '0'), (('A', 'C'), '1'), (('B', 'C'), '1'), (('A', 'C', 'D'), '0')],5,9
A+BD'+C'D', [([], '1'), ('C', '0'), ('D', '0'), (('A', 'C'), '1'), (('B', 'C'), '1'), (('B', 'C', 'D'), '0')],5,9
C'D'+AB'C', [([], '1'), ('C', '0'), ('D', '0'), (('A', 'C'), '0'), (('A', 'D'), '1'), (('A', 'B', 'D'), '0')],5,9
C'D'+A'BC, [([], '1'), ('C', '0'), ('D', '0'), (('B', 'C'), '1'), (('B', 'D'), '0'), (('A', 'B', 'C'), '0')],5,9
C'D'+A'BC', [([], '1'), ('C', '0'), ('D', '0'), (('B', 'C'), '0'), (('B', 'D'), '1'), (('A', 'B', 'D'), '0')],5,9
A'B+AC'D', [([], '0'), ('A', '1'), ('B', '1'), (('A', 'B'), '1'), (('A', 'C'), '0'), (('A', 'B', 'D'), '0')],5,9
AB'+BC'D', [([], '0'), ('A', '1'), ('B', '1'), (('A', 'B'), '1'), (('B', 'C'), '0'), (('A', 'B', 'D'), '0')],5,9
AC'+A'BD', [([], '0'), ('A', '1'), ('B', '1'), (('A', 'C'), '0'), (('B', 'D'), '0'), (('A', 'B', 'C'), '0')],5,9
BD'+AB'C', [([], '0'), ('A', '1'), ('B', '1'), (('A', 'C'), '0'), (('B', 'D'), '0'), (('A', 'B', 'D'), '0')],5,9
BC'+AB'D', [([], '0'), ('A', '1'), ('B', '1'), (('A', 'D'), '0'), (('B', 'C'), '0'), (('A', 'B', 'C'), '0')],5,9
AD'+A'BC', [([], '0'), ('A', '1'), ('B', '1'), (('A', 'D'), '0'), (('B', 'C'), '0'), (('A', 'B', 'D'), '0')],5,9
AB+AC'D', [([], '0'), ('A', '1'), ('B', '0'), (('A', 'C'), '0'), (('A', 'D'), '0'), (('A', 'B', 'C'), '1')],5,9
A+B'C+CD', [([], '0'), ('A', '1'), ('B', '0'), (('B', 'C'), '1'), (('C', 'D'), '1'), (('B', 'C', 'D'), '0')],5,9
CD'+AB'C', [([], '0'), ('A', '1'), ('C', '1'), (('A', 'B'), '0'), (('C', 'D'), '0'), (('A', 'C', 'D'), '0')],5,9
AC'+B'CD', [([], '0'), ('A', '1'), ('C', '1'), (('A', 'C'), '1'), (('B', 'C'), '0'), (('A', 'C', 'D'), '0')],5,9
AD'+A'B'C, [([], '0'), ('A', '1'), ('C', '1'), (('A', 'D'), '0'), (('B', 'C'), '0'), (('A', 'C', 'D'), '0')],5,9
A+B'C+CD, [([], '0'), ('A', '1'), ('C', '1'), (('B', 'C'), '0'), (('B', 'D'), '0'), (('B', 'C', 'D'), '1')],5,9
AC+AB'D', [([], '0'), ('A', '1'), ('C', '0'), (('A', 'B'), '0'), (('A', 'D'), '0'), (('A', 'B', 'C'), '1')],5,9
A+BD'+C'D, [([], '0'), ('A', '1'), ('D', '1'), (('B', 'C'), '1'), (('B', 'D'), '1'), (('B', 'C', 'D'), '0')],5,9
A+B'D+CD, [([], '0'), ('A', '1'), ('D', '1'), (('B', 'C'), '0'), (('B', 'D'), '0'), (('B', 'C', 'D'), '1')],5,9
A+BD+C'D, [([], '0'), ('A', '1'), ('D', '1'), (('B', 'C'), '0'), (('C', 'D'), '0'), (('B', 'C', 'D'), '1')],5,9
AD+AB'C', [([], '0'), ('A', '1'), ('D', '0'), (('A', 'B'), '0'), (('A', 'C'), '0'), (('A', 'B', 'D'), '1')],5,9
BC'+ACD', [([], '0'), ('A', '0'), ('B', '1'), (('A', 'C'), '1'), (('B', 'C'), '0'), (('A', 'C', 'D'), '0')],5,9
B'C+A'BD', [([], '0'), ('A', '0'), ('B', '1'), (('A', 'C'), '1'), (('B', 'D'), '0'), (('A', 'B', 'C'), '0')],5,9
B+A'C+CD', [([], '0'), ('A', '0'), ('B', '1'), (('A', 'C'), '1'), (('C', 'D'), '1'), (('A', 'C', 'D'), '0')],5,9
BD'+AC'D, [([], '0'), ('A', '0'), ('B', '1'), (('A', 'D'), '1'), (('B', 'D'), '0'), (('A', 'C', 'D'), '0')],5,9
AB+BC'D', [([], '0'), ('A', '0'), ('B', '1'), (('B', 'C'), '0'), (('B', 'D'), '0'), (('A', 'B', 'C'), '1')],5,9
B'C+ABC', [([], '0'), ('A', '0'), ('B', '0'), (('A', 'B'), '1'), (('A', 'C'), '1'), (('A', 'B', 'C'), '0')],5,9
B'D+ABD', [([], '0'), ('A', '0'), ('B', '0'), (('A', 'B'), '1'), (('A', 'D'), '1'), (('A', 'B', 'D'), '0')],5,9
A'C+B'C, [([], '0'), ('A', '0'), ('B', '0'), (('A', 'C'), '1'), (('B', 'C'), '1'), (('A', 'B', 'C'), '0')],4,9
A'D+B'D, [([], '0'), ('A', '0'), ('B', '0'), (('A', 'D'), '1'), (('B', 'D'), '1'), (('A', 'B', 'D'), '0')],4,9
B'C+ABD', [([], '0'), ('A', '0'), ('C', '1'), (('A', 'B'), '1'), (('B', 'C'), '0'), (('A', 'B', 'D'), '0')],5,9
C+A'B+BD', [([], '0'), ('A', '0'), ('C', '1'), (('A', 'B'), '1'), (('B', 'D'), '1'), (('A', 'B', 'D'), '0')],5,9
BC'+A'CD', [([], '0'), ('A', '0'), ('C', '1'), (('A', 'B'), '1'), (('C', 'D'), '0'), (('A', 'B', 'C'), '0')],5,9
C'D+A'B'C, [([], '0'), ('A', '0'), ('C', '1'), (('A', 'D'), '1'), (('B', 'C'), '0'), (('A', 'C', 'D'), '0')],5,9
CD'+AB'D, [([], '0'), ('A', '0'), ('C', '1'), (('A', 'D'), '1'), (('C', 'D'), '0'), (('A', 'B', 'D'), '0')],5,9
AC+B'CD', [([], '0'), ('A', '0'), ('C', '1'), (('B', 'C'), '0'), (('C', 'D'), '0'), (('A', 'C', 'D'), '1')],5,9
BC'+AB'C, [([], '0'), ('A', '0'), ('C', '0'), (('A', 'B'), '1'), (('A', 'C'), '1'), (('A', 'B', 'C'), '0')],5,9
C'D+ACD', [([], '0'), ('A', '0'), ('C', '0'), (('A', 'C'), '1'), (('A', 'D'), '1'), (('A', 'C', 'D'), '0')],5,9
A'D+C'D, [([], '0'), ('A', '0'), ('C', '0'), (('A', 'D'), '1'), (('C', 'D'), '1'), (('A', 'C', 'D'), '0')],4,9
D+A'B+BC', [([], '0'), ('A', '0'), ('D', '1'), (('A', 'B'), '1'), (('B', 'C'), '1'), (('A', 'B', 'C'), '0')],5,9
B'D+ABC', [([], '0'), ('A', '0'), ('D', '1'), (('A', 'B'), '1'), (('B', 'D'), '0'), (('A', 'B', 'C'), '0')],5,9
BD'+A'C'D, [([], '0'), ('A', '0'), ('D', '1'), (('A', 'B'), '1'), (('C', 'D'), '0'), (('A', 'B', 'D'), '0')],5,9
CD'+A'B'D, [([], '0'), ('A', '0'), ('D', '1'), (('A', 'C'), '1'), (('B', 'D'), '0'), (('A', 'C', 'D'), '0')],5,9
C'D+AB'C, [([], '0'), ('A', '0'), ('D', '1'), (('A', 'C'), '1'), (('C', 'D'), '0'), (('A', 'B', 'C'), '0')],5,9
BD'+AB'D, [([], '0'), ('A', '0'), ('D', '0'), (('A', 'B'), '1'), (('A', 'D'), '1'), (('A', 'B', 'D'), '0')],5,9
CD'+AC'D, [([], '0'), ('A', '0'), ('D', '0'), (('A', 'C'), '1'), (('A', 'D'), '1'), (('A', 'C', 'D'), '0')],5,9
A'C+BC'D', [([], '0'), ('B', '1'), ('C', '1'), (('A', 'B'), '1'), (('B', 'D'), '0'), (('A', 'B', 'C'), '0')],5,9
C+A'B+BD, [([], '0'), ('B', '1'), ('C', '1'), (('A', 'B'), '0'), (('A', 'D'), '0'), (('A', 'B', 'D'), '1')],5,9
CD'+A'BC', [([], '0'), ('B', '1'), ('C', '1'), (('A', 'B'), '0'), (('C', 'D'), '0'), (('B', 'C', 'D'), '0')],5,9
A'B+B'CD', [([], '0'), ('B', '1'), ('C', '1'), (('A', 'C'), '1'), (('C', 'D'), '0'), (('A', 'B', 'C'), '0')],5,9
B+A'C+CD, [([], '0'), ('B', '1'), ('C', '1'), (('A', 'C'), '0'), (('A', 'D'), '0'), (('A', 'C', 'D'), '1')],5,9
BD'+A'B'C, [([], '0'), ('B', '1'), ('C', '1'), (('A', 'C'), '0'), (('B', 'D'), '0'), (('B', 'C', 'D'), '0')],5,9
BC+A'BD', [([], '0'), ('B', '1'), ('C', '0'), (('A', 'B'), '0'), (('B', 'D'), '0'), (('B', 'C', 'D'), '1')],5,9
A'D+BC'D', [([], '0'), ('B', '1'), ('D', '1'), (('A', 'B'), '1'), (('B', 'C'), '0'), (('A', 'B', 'D'), '0')],5,9
D+A'B+BC, [([], '0'), ('B', '1'), ('D', '1'), (('A', 'B'), '0'), (('A', 'C'), '0'), (('A', 'B', 'C'), '1')],5,9
B+AD'+C'D, [([], '0'), ('B', '1'), ('D', '1'), (('A', 'C'), '1'), (('A', 'D'), '1'), (('A', 'C', 'D'), '0')],5,9
B+A'D+CD, [([], '0'), ('B', '1'), ('D', '1'), (('A', 'C'), '0'), (('A', 'D'), '0'), (('A', 'C', 'D'), '1')],5,9
B+AD+C'D, [([], '0'), ('B', '1'), ('D', '1'), (('A', 'C'), '0'), (('C', 'D'), '0'), (('A', 'C', 'D'), '1')],5,9
A'B+B'C'D, [([], '0'), ('B', '1'), ('D', '1'), (('A', 'D'), '1'), (('C', 'D'), '0'), (('A', 'B', 'D'), '0')],5,9
BD+A'BC', [([], '0'), ('B', '1'), ('D', '0'), (('A', 'B'), '0'), (('B', 'C'), '0'), (('B', 'C', 'D'), '1')],5,9
A'C+ABD', [([], '0'), ('B', '0'), ('C', '1'), (('A', 'B'), '1'), (('A', 'C'), '0'), (('A', 'B', 'D'), '0')],5,9
BC+A'CD', [([], '0'), ('B', '0'), ('C', '1'), (('A', 'C'), '0'), (('C', 'D'), '0'), (('B', 'C', 'D'), '1')],5,9
B'C+A'C'D, [([], '0'), ('B', '0'), ('C', '1'), (('A', 'D'), '0'), (('B', 'D'), '1'), (('B', 'C', 'D'), '0')],5,9
CD'+A'BD, [([], '0'), ('B', '0'), ('C', '1'), (('B', 'D'), '1'), (('C', 'D'), '0'), (('A', 'B', 'D'), '0')],5,9
AC'+A'BC, [([], '0'), ('B', '0'), ('C', '0'), (('A', 'B'), '1'), (('B', 'C'), '1'), (('A', 'B', 'C'), '0')],5,9
C'D+BCD', [([], '0'), ('B', '0'), ('C', '0'), (('B', 'C'), '1'), (('B', 'D'), '1'), (('B', 'C', 'D'), '0')],5,9
B'D+C'D, [([], '0'), ('B', '0'), ('C', '0'), (('B', 'D'), '1'), (('C', 'D'), '1'), (('B', 'C', 'D'), '0')],4,9
B'D+A'CD', [([], '0'), ('B', '0'), ('D', '1'), (('A', 'C'), '0'), (('B', 'C'), '1'), (('B', 'C', 'D'), '0')],5,9
C'D+A'BC, [([], '0'), ('B', '0'), ('D', '1'), (('B', 'C'), '1'), (('C', 'D'), '0'), (('A', 'B', 'C'), '0')],5,9
AD'+A'BD, [([], '0'), ('B', '0'), ('D', '0'), (('A', 'B'), '1'), (('B', 'D'), '1'), (('A', 'B', 'D'), '0')],5,9
CD'+BC'D, [([], '0'), ('B', '0'), ('D', '0'), (('B', 'C'), '1'), (('B', 'D'), '1'), (('B', 'C', 'D'), '0')],5,9
D+AC'+B'C, [([], '0'), ('C', '1'), ('D', '1'), (('A', 'B'), '1'), (('A', 'C'), '1'), (('A', 'B', 'C'), '0')],5,9
C+AD'+B'D, [([], '0'), ('C', '1'), ('D', '1'), (('A', 'B'), '1'), (('A', 'D'), '1'), (('A', 'B', 'D'), '0')],5,9
D+A'C+BC, [([], '0'), ('C', '1'), ('D', '1'), (('A', 'B'), '0'), (('A', 'C'), '0'), (('A', 'B', 'C'), '1')],5,9
C+A'D+BD, [([], '0'), ('C', '1'), ('D', '1'), (('A', 'B'), '0'), (('A', 'D'), '0'), (('A', 'B', 'D'), '1')],5,9
D+AC+B'C, [([], '0'), ('C', '1'), ('D', '1'), (('A', 'B'), '0'), (('B', 'C'), '0'), (('A', 'B', 'C'), '1')],5,9
C+AD+B'D, [([], '0'), ('C', '1'), ('D', '1'), (('A', 'B'), '0'), (('B', 'D'), '0'), (('A', 'B', 'D'), '1')],5,9
A'D+B'CD', [([], '0'), ('C', '1'), ('D', '1'), (('A', 'C'), '1'), (('B', 'C'), '0'), (('A', 'C', 'D'), '0')],5,9
A'C+B'C'D, [([], '0'), ('C', '1'), ('D', '1'), (('A', 'D'), '1'), (('B', 'D'), '0'), (('A', 'C', 'D'), '0')],5,9
B'D+A'BC, [([], '0'), ('C', '0'), ('D', '1'), (('B', 'C'), '1'), (('B', 'D'), '0'), (('A', 'B', 'C'), '0')],5,9
AD'+A'CD, [([], '0'), ('C', '0'), ('D', '0'), (('A', 'C'), '1'), (('C', 'D'), '1'), (('A', 'C', 'D'), '0')],5,9
BD'+B'CD, [([], '0'), ('C', '0'), ('D', '0'), (('B', 'C'), '1'), (('C', 'D'), '1'), (('B', 'C', 'D'), '0')],5,9
A'+BC'+B'D, [([], '1'), ('A', '0'), (('A', 'B'), '1'), (('A', 'D'), '1'), (('A', 'B', 'C', 'D'), '0')],5,9
A'+B'C+B'D, [([], '1'), ('A', '0'), (('A', 'C'), '1'), (('A', 'D'), '1'), (('A', 'B', 'C', 'D'), '0')],5,9
B'+AC'+A'D, [([], '1'), ('B', '0'), (('A', 'B'), '1'), (('B', 'D'), '1'), (('A', 'B', 'C', 'D'), '0')],5,9
B'+A'C+A'D, [([], '1'), ('B', '0'), (('B', 'C'), '1'), (('B', 'D'), '1'), (('A', 'B', 'C', 'D'), '0')],5,9
C'+AB'+A'D, [([], '1'), ('C', '0'), (('A', 'C'), '1'), (('C', 'D'), '1'), (('A', 'B', 'C', 'D'), '0')],5,9
C'+A'B+A'D, [([], '1'), ('C', '0'), (('B', 'C'), '1'), (('C', 'D'), '1'), (('A', 'B', 'C', 'D'), '0')],5,9
D'+AB'+A'C, [([], '1'), ('D', '0'), (('A', 'D'), '1'), (('C', 'D'), '1'), (('A', 'B', 'C', 'D'), '0')],5,9
D'+A'B+A'C, [([], '1'), ('D', '0'), (('B', 'D'), '1'), (('C', 'D'), '1'), (('A', 'B', 'C', 'D'), '0')],5,9
A'+BC'D', [([], '1'), ('A', '0'), (('A', 'B'), '1'), (('A', 'B', 'C'), '0'), (('A', 'B', 'D'), '0')],4,9
A'+B'CD', [([], '1'), ('A', '0'), (('A', 'C'), '1'), (('A', 'B', 'C'), '0'), (('A', 'C', 'D'), '0')],4,9
A'+B'C'D, [([], '1'), ('A', '0'), (('A', 'D'), '1'), (('A', 'B', 'D'), '0'), (('A', 'C', 'D'), '0')],4,9
B'+AC'D', [([], '1'), ('B', '0'), (('A', 'B'), '1'), (('A', 'B', 'C'), '0'), (('A', 'B', 'D'), '0')],4,9
B'+A'CD', [([], '1'), ('B', '0'), (('B', 'C'), '1'), (('A', 'B', 'C'), '0'), (('B', 'C', 'D'), '0')],4,9
B'+A'C'D, [([], '1'), ('B', '0'), (('B', 'D'), '1'), (('A', 'B', 'D'), '0'), (('B', 'C', 'D'), '0')],4,9
C'+AB'D', [([], '1'), ('C', '0'), (('A', 'C'), '1'), (('A', 'B', 'C'), '0'), (('A', 'C', 'D'), '0')],4,9
C'+A'BD', [([], '1'), ('C', '0'), (('B', 'C'), '1'), (('A', 'B', 'C'), '0'), (('B', 'C', 'D'), '0')],4,9
C'+A'B'D, [([], '1'), ('C', '0'), (('C', 'D'), '1'), (('A', 'C', 'D'), '0'), (('B', 'C', 'D'), '0')],4,9
D'+AB'C', [([], '1'), ('D', '0'), (('A', 'D'), '1'), (('A', 'B', 'D'), '0'), (('A', 'C', 'D'), '0')],4,9
D'+A'BC', [([], '1'), ('D', '0'), (('B', 'D'), '1'), (('A', 'B', 'D'), '0'), (('B', 'C', 'D'), '0')],4,9
D'+A'B'C, [([], '1'), ('D', '0'), (('C', 'D'), '1'), (('A', 'C', 'D'), '0'), (('B', 'C', 'D'), '0')],4,9
A'+B'+C', [([], '1'), (('A', 'B'), '1'), (('A', 'C'), '1'), (('B', 'C'), '1'), (('A', 'B', 'C'), '0')],3,9
A'+B+CD, [([], '1'), (('A', 'B'), '1'), (('A', 'C'), '0'), (('A', 'D'), '0'), (('A', 'C', 'D'), '1')],4,9
A'+B'+D', [([], '1'), (('A', 'B'), '1'), (('A', 'D'), '1'), (('B', 'D'), '1'), (('A', 'B', 'D'), '0')],3,9
A+B'+CD, [([], '1'), (('A', 'B'), '1'), (('B', 'C'), '0'), (('B', 'D'), '0'), (('B', 'C', 'D'), '1')],4,9
A'+C+BD, [([], '1'), (('A', 'B'), '0'), (('A', 'C'), '1'), (('A', 'D'), '0'), (('A', 'B', 'D'), '1')],4,9
A'+D+BC, [([], '1'), (('A', 'B'), '0'), (('A', 'C'), '0'), (('A', 'D'), '1'), (('A', 'B', 'C'), '1')],4,9
A'B'+ABC, [([], '1'), (('A', 'B'), '0'), (('A', 'C'), '0'), (('B', 'C'), '0'), (('A', 'B', 'C'), '1')],5,9
A'B'+ABD, [([], '1'), (('A', 'B'), '0'), (('A', 'D'), '0'), (('B', 'D'), '0'), (('A', 'B', 'D'), '1')],5,9
B'+C+AD, [([], '1'), (('A', 'B'), '0'), (('B', 'C'), '1'), (('B', 'D'), '0'), (('A', 'B', 'D'), '1')],4,9
B'+D+AC, [([], '1'), (('A', 'B'), '0'), (('B', 'C'), '0'), (('B', 'D'), '1'), (('A', 'B', 'C'), '1')],4,9
A'+C'+D', [([], '1'), (('A', 'C'), '1'), (('A', 'D'), '1'), (('C', 'D'), '1'), (('A', 'C', 'D'), '0')],3,9
A+C'+BD, [([], '1'), (('A', 'C'), '1'), (('B', 'C'), '0'), (('C', 'D'), '0'), (('B', 'C', 'D'), '1')],4,9
A'C'+ACD, [([], '1'), (('A', 'C'), '0'), (('A', 'D'), '0'), (('C', 'D'), '0'), (('A', 'C', 'D'), '1')],5,9
B+C'+AD, [([], '1'), (('A', 'C'), '0'), (('B', 'C'), '1'), (('C', 'D'), '0'), (('A', 'C', 'D'), '1')],4,9
C'+D+AB, [([], '1'), (('A', 'C'), '0'), (('B', 'C'), '0'), (('C', 'D'), '1'), (('A', 'B', 'C'), '1')],4,9
A+D'+BC, [([], '1'), (('A', 'D'), '1'), (('B', 'D'), '0'), (('C', 'D'), '0'), (('B', 'C', 'D'), '1')],4,9
B+D'+AC, [([], '1'), (('A', 'D'), '0'), (('B', 'D'), '1'), (('C', 'D'), '0'), (('A', 'C', 'D'), '1')],4,9
C+D'+AB, [([], '1'), (('A', 'D'), '0'), (('B', 'D'), '0'), (('C', 'D'), '1'), (('A', 'B', 'D'), '1')],4,9
B'+C'+D', [([], '1'), (('B', 'C'), '1'), (('B', 'D'), '1'), (('C', 'D'), '1'), (('B', 'C', 'D'), '0')],3,9
B'C'+BCD, [([], '1'), (('B', 'C'), '0'), (('B', 'D'), '0'), (('C', 'D'), '0'), (('B', 'C', 'D'), '1')],5,9
ABC, [([], '0'), (('A', 'B'), '0'), (('A', 'C'), '0'), (('B', 'C'), '0'), (('A', 'B', 'C'), '1')],3,9
ABD, [([], '0'), (('A', 'B'), '0'), (('A', 'D'), '0'), (('B', 'D'), '0'), (('A', 'B', 'D'), '1')],3,9
ACD, [([], '0'), (('A', 'C'), '0'), (('A', 'D'), '0'), (('C', 'D'), '0'), (('A', 'C', 'D'), '1')],3,9
BCD, [([], '0'), (('B', 'C'), '0'), (('B', 'D'), '0'), (('C', 'D'), '0'), (('B', 'C', 'D'), '1')],3,9
