T, [([], '1'), ('A', '1')],0,1
A', [([], '1'), ('A', '0')],1,1
B', [([], '1'), ('B', '0')],1,1
C', [([], '1'), ('C', '0')],1,1
D', [([], '1'), ('D', '0')],1,1
E', [([], '1'), ('E', '0')],1,1
A, [([], '0'), ('A', '1')],1,1
F, [([], '0'), ('A', '0')],0,1
B, [([], '0'), ('B', '1')],1,1
C, [([], '0'), ('C', '1')],1,1
D, [([], '0'), ('D', '1')],1,1
E, [([], '0'), ('E', '1')],1,1
A'B', [([], '1'), ('A', '0'), ('B', '0')],2,2
A'C', [([], '1'), ('A', '0'), ('C', '0')],2,2
A'D', [([], '1'), ('A', '0'), ('D', '0')],2,2
A'E', [([], '1'), ('A', '0'), ('E', '0')],2,2
B'C', [([], '1'), ('B', '0'), ('C', '0')],2,2
B'D', [([], '1'), ('B', '0'), ('D', '0')],2,2
B'E', [([], '1'), ('B', '0'), ('E', '0')],2,2
C'D', [([], '1'), ('C', '0'), ('D', '0')],2,2
C'E', [([], '1'), ('C', '0'), ('E', '0')],2,2
D'E', [([], '1'), ('D', '0'), ('E', '0')],2,2
A+B, [([], '0'), ('A', '1'), ('B', '1')],2,2
A+C, [([], '0'), ('A', '1'), ('C', '1')],2,2
A+D, [([], '0'), ('A', '1'), ('D', '1')],2,2
A+E, [([], '0'), ('A', '1'), ('E', '1')],2,2
B+C, [([], '0'), ('B', '1'), ('C', '1')],2,2
B+D, [([], '0'), ('B', '1'), ('D', '1')],2,2
B+E, [([], '0'), ('B', '1'), ('E', '1')],2,2
C+D, [([], '0'), ('C', '1'), ('D', '1')],2,2
C+E, [([], '0'), ('C', '1'), ('E', '1')],2,2
D+E, [([], '0'), ('D', '1'), ('E', '1')],2,2
A'B'C', [([], '1'), ('A', '0'), ('B', '0'), ('C', '0')],3,3
A'B'D', [([], '1'), ('A', '0'), ('B', '0'), ('D', '0')],3,3
A'B'E', [([], '1'), ('A', '0'), ('B', '0'), ('E', '0')],3,3
A'C'D', [([], '1'), ('A', '0'), ('C', '0'), ('D', '0')],3,3
A'C'E', [([], '1'), ('A', '0'), ('C', '0'), ('E', '0')],3,3
A'D'E', [([], '1'), ('A', '0'), ('D', '0'), ('E', '0')],3,3
B'C'D', [([], '1'), ('B', '0'), ('C', '0'), ('D', '0')],3,3
B'C'E', [([], '1'), ('B', '0'), ('C', '0'), ('E', '0')],3,3
B'D'E', [([], '1'), ('B', '0'), ('D', '0'), ('E', '0')],3,3
C'D'E', [([], '1'), ('C', '0'), ('D', '0'), ('E', '0')],3,3
A+B+C, [([], '0'), ('A', '1'), ('B', '1'), ('C', '1')],3,3
A+B+D, [([], '0'), ('A', '1'), ('B', '1'), ('D', '1')],3,3
A+B+E, [([], '0'), ('A', '1'), ('B', '1'), ('E', '1')],3,3
A+C+D, [([], '0'), ('A', '1'), ('C', '1'), ('D', '1')],3,3
A+C+E, [([], '0'), ('A', '1'), ('C', '1'), ('E', '1')],3,3
A+D+E, [([], '0'), ('A', '1'), ('D', '1'), ('E', '1')],3,3
B+C+D, [([], '0'), ('B', '1'), ('C', '1'), ('D', '1')],3,3
B+C+E, [([], '0'), ('B', '1'), ('C', '1'), ('E', '1')],3,3
B+D+E, [([], '0'), ('B', '1'), ('D', '1'), ('E', '1')],3,3
C+D+E, [([], '0'), ('C', '1'), ('D', '1'), ('E', '1')],3,3
A'+B, [([], '1'), ('A', '0'), (('A', 'B'), '1')],2,3
A'+C, [([], '1'), ('A', '0'), (('A', 'C'), '1')],2,3
A'+D, [([], '1'), ('A', '0'), (('A', 'D'), '1')],2,3
A'+E, [([], '1'), ('A', '0'), (('A', 'E'), '1')],2,3
A+B', [([], '1'), ('B', '0'), (('A', 'B'), '1')],2,3
B'+C, [([], '1'), ('B', '0'), (('B', 'C'), '1')],2,3
B'+D, [([], '1'), ('B', '0'), (('B', 'D'), '1')],2,3
B'+E, [([], '1'), ('B', '0'), (('B', 'E'), '1')],2,3
A+C', [([], '1'), ('C', '0'), (('A', 'C'), '1')],2,3
B+C', [([], '1'), ('C', '0'), (('B', 'C'), '1')],2,3
C'+D, [([], '1'), ('C', '0'), (('C', 'D'), '1')],2,3
C'+E, [([], '1'), ('C', '0'), (('C', 'E'), '1')],2,3
A+D', [([], '1'), ('D', '0'), (('A', 'D'), '1')],2,3
B+D', [([], '1'), ('D', '0'), (('B', 'D'), '1')],2,3
C+D', [([], '1'), ('D', '0'), (('C', 'D'), '1')],2,3
D'+E, [([], '1'), ('D', '0'), (('D', 'E'), '1')],2,3
A+E', [([], '1'), ('E', '0'), (('A', 'E'), '1')],2,3
B+E', [([], '1'), ('E', '0'), (('B', 'E'), '1')],2,3
C+E', [([], '1'), ('E', '0'), (('C', 'E'), '1')],2,3
D+E', [([], '1'), ('E', '0'), (('D', 'E'), '1')],2,3
AB', [([], '0'), ('A', '1'), (('A', 'B'), '0')],2,3
AC', [([], '0'), ('A', '1'), (('A', 'C'), '0')],2,3
AD', [([], '0'), ('A', '1'), (('A', 'D'), '0')],2,3
AE', [([], '0'), ('A', '1'), (('A', 'E'), '0')],2,3
A'B, [([], '0'), ('B', '1'), (('A', 'B'), '0')],2,3
BC', [([], '0'), ('B', '1'), (('B', 'C'), '0')],2,3
BD', [([], '0'), ('B', '1'), (('B', 'D'), '0')],2,3
BE', [([], '0'), ('B', '1'), (('B', 'E'), '0')],2,3
A'C, [([], '0'), ('C', '1'), (('A', 'C'), '0')],2,3
B'C, [([], '0'), ('C', '1'), (('B', 'C'), '0')],2,3
CD', [([], '0'), ('C', '1'), (('C', 'D'), '0')],2,3
CE', [([], '0'), ('C', '1'), (('C', 'E'), '0')],2,3
A'D, [([], '0'), ('D', '1'), (('A', 'D'), '0')],2,3
B'D, [([], '0'), ('D', '1'), (('B', 'D'), '0')],2,3
C'D, [([], '0'), ('D', '1'), (('C', 'D'), '0')],2,3
DE', [([], '0'), ('D', '1'), (('D', 'E'), '0')],2,3
A'E, [([], '0'), ('E', '1'), (('A', 'E'), '0')],2,3
B'E, [([], '0'), ('E', '1'), (('B', 'E'), '0')],2,3
C'E, [([], '0'), ('E', '1'), (('C', 'E'), '0')],2,3
D'E, [([], '0'), ('E', '1'), (('D', 'E'), '0')],2,3
A'B'C'D', [([], '1'), ('A', '0'), ('B', '0'), ('C', '0'), ('D', '0')],4,4
A'B'C'E', [([], '1'), ('A', '0'), ('B', '0'), ('C', '0'), ('E', '0')],4,4
A'B'D'E', [([], '1'), ('A', '0'), ('B', '0'), ('D', '0'), ('E', '0')],4,4
A'C'D'E', [([], '1'), ('A', '0'), ('C', '0'), ('D', '0'), ('E', '0')],4,4
B'C'D'E', [([], '1'), ('B', '0'), ('C', '0'), ('D', '0'), ('E', '0')],4,4
A+B+C+D, [([], '0'), ('A', '1'), ('B', '1'), ('C', '1'), ('D', '1')],4,4
A+B+C+E, [([], '0'), ('A', '1'), ('B', '1'), ('C', '1'), ('E', '1')],4,4
A+B+D+E, [([], '0'), ('A', '1'), ('B', '1'), ('D', '1'), ('E', '1')],4,4
A+C+D+E, [([], '0'), ('A', '1'), ('C', '1'), ('D', '1'), ('E', '1')],4,4
B+C+D+E, [([], '0'), ('B', '1'), ('C', '1'), ('D', '1'), ('E', '1')],4,4
A'+B', [([], '1'), ('A', '1'), ('B', '1'), (('A', 'B'), '0')],2,4
A'B+D'E, [([], '0'), ('B', '1'), ('E', '1'), (('A', 'B'), '0'), (('D', 'E'), '0')],4,6
A'E+BC', [([], '0'), ('B', '1'), ('E', '1'), (('A', 'E'), '0'), (('B', 'C'), '0')],4,6
A'E+BD', [([], '0'), ('B', '1'), ('E', '1'), (('A', 'E'), '0'), (('B', 'D'), '0')],4,6
BE'+A'B'E, [([], '0'), ('B', '1'), ('E', '1'), (('A', 'E'), '0'), (('B', 'E'), '0')],5,6
B+A'C'E, [([], '0'), ('B', '1'), ('E', '1'), (('A', 'E'), '0'), (('C', 'E'), '0')],4,6
B+A'D'E, [([], '0'), ('B', '1'), ('E', '1'), (('A', 'E'), '0'), (('D', 'E'), '0')],4,6
E+BC'D', [([], '0'), ('B', '1'), ('E', '1'), (('B', 'C'), '0'), (('B', 'D'), '0')],4,6
B'E+BC'E', [([], '0'), ('B', '1'), ('E', '1'), (('B', 'C'), '0'), (('B', 'E'), '0')],5,6
BC'+C'E, [([], '0'), ('B', '1'), ('E', '1'), (('B', 'C'), '0'), (('C', 'E'), '0')],4,6
BC'+D'E, [([], '0'), ('B', '1'), ('E', '1'), (('B', 'C'), '0'), (('D', 'E'), '0')],4,6
B'E+BD'E', [([], '0'), ('B', '1'), ('E', '1'), (('B', 'D'), '0'), (('B', 'E'), '0')],5,6
BD'+C'E, [([], '0'), ('B', '1'), ('E', '1'), (('B', 'D'), '0'), (('C', 'E'), '0')],4,6
BD'+D'E, [([], '0'), ('B', '1'), ('E', '1'), (('B', 'D'), '0'), (('D', 'E'), '0')],4,6
BE'+B'C'E, [([], '0'), ('B', '1'), ('E', '1'), (('B', 'E'), '0'), (('C', 'E'), '0')],5,6
BE'+B'D'E, [([], '0'), ('B', '1'), ('E', '1'), (('B', 'E'), '0'), (('D', 'E'), '0')],5,6
B+C'D'E, [([], '0'), ('B', '1'), ('E', '1'), (('C', 'E'), '0'), (('D', 'E'), '0')],4,6
AB+A'C, [([], '0'), ('B', '0'), ('C', '1'), (('A', 'B'), '1'), (('A', 'C'), '0')],4,6
BD+CD', [([], '0'), ('B', '0'), ('C', '1'), (('B', 'D'), '1'), (('C', 'D'), '0')],4,6
BE+CE', [([], '0'), ('B', '0'), ('C', '1'), (('B', 'E'), '1'), (('C', 'E'), '0')],4,6
AB+A'D, [([], '0'), ('B', '0'), ('D', '1'), (('A', 'B'), '1'), (('A', 'D'), '0')],4,6
BC+C'D, [([], '0'), ('B', '0'), ('D', '1'), (('B', 'C'), '1'), (('C', 'D'), '0')],4,6
BE+DE', [([], '0'), ('B', '0'), ('D', '1'), (('B', 'E'), '1'), (('D', 'E'), '0')],4,6
AB+A'E, [([], '0'), ('B', '0'), ('E', '1'), (('A', 'B'), '1'), (('A', 'E'), '0')],4,6
BC+C'E, [([], '0'), ('B', '0'), ('E', '1'), (('B', 'C'), '1'), (('C', 'E'), '0')],4,6
BD+D'E, [([], '0'), ('B', '0'), ('E', '1'), (('B', 'D'), '1'), (('D', 'E'), '0')],4,6
D+A'B'C, [([], '0'), ('C', '1'), ('D', '1'), (('A', 'C'), '0'), (('B', 'C'), '0')],4,6
A'C+B'D, [([], '0'), ('C', '1'), ('D', '1'), (('A', 'C'), '0'), (('B', 'D'), '0')],4,6
C'D+A'CD', [([], '0'), ('C', '1'), ('D', '1'), (('A', 'C'), '0'), (('C', 'D'), '0')],5,6
D+A'CE', [([], '0'), ('C', '1'), ('D', '1'), (('A', 'C'), '0'), (('C', 'E'), '0')],4,6
A'C+DE', [([], '0'), ('C', '1'), ('D', '1'), (('A', 'C'), '0'), (('D', 'E'), '0')],4,6
A'D+B'C, [([], '0'), ('C', '1'), ('D', '1'), (('A', 'D'), '0'), (('B', 'C'), '0')],4,6
C+A'B'D, [([], '0'), ('C', '1'), ('D', '1'), (('A', 'D'), '0'), (('B', 'D'), '0')],4,6
CD'+A'C'D, [([], '0'), ('C', '1'), ('D', '1'), (('A', 'D'), '0'), (('C', 'D'), '0')],5,6
A'D+CE', [([], '0'), ('C', '1'), ('D', '1'), (('A', 'D'), '0'), (('C', 'E'), '0')],4,6
C+A'DE', [([], '0'), ('C', '1'), ('D', '1'), (('A', 'D'), '0'), (('D', 'E'), '0')],4,6
C'D+B'CD', [([], '0'), ('C', '1'), ('D', '1'), (('B', 'C'), '0'), (('C', 'D'), '0')],5,6
D+B'CE', [([], '0'), ('C', '1'), ('D', '1'), (('B', 'C'), '0'), (('C', 'E'), '0')],4,6
B'C+DE', [([], '0'), ('C', '1'), ('D', '1'), (('B', 'C'), '0'), (('D', 'E'), '0')],4,6
CD'+B'C'D, [([], '0'), ('C', '1'), ('D', '1'), (('B', 'D'), '0'), (('C', 'D'), '0')],5,6
B'D+CE', [([], '0'), ('C', '1'), ('D', '1'), (('B', 'D'), '0'), (('C', 'E'), '0')],4,6
C+B'DE', [([], '0'), ('C', '1'), ('D', '1'), (('B', 'D'), '0'), (('D', 'E'), '0')],4,6
C'D+CD'E', [([], '0'), ('C', '1'), ('D', '1'), (('C', 'D'), '0'), (('C', 'E'), '0')],5,6
CD'+C'DE', [([], '0'), ('C', '1'), ('D', '1'), (('C', 'D'), '0'), (('D', 'E'), '0')],5,6
CE'+DE', [([], '0'), ('C', '1'), ('D', '1'), (('C', 'E'), '0'), (('D', 'E'), '0')],4,6
E+A'B'C, [([], '0'), ('C', '1'), ('E', '1'), (('A', 'C'), '0'), (('B', 'C'), '0')],4,6
A'C+B'E, [([], '0'), ('C', '1'), ('E', '1'), (('A', 'C'), '0'), (('B', 'E'), '0')],4,6
E+A'CD', [([], '0'), ('C', '1'), ('E', '1'), (('A', 'C'), '0'), (('C', 'D'), '0')],4,6
C'E+A'CE', [([], '0'), ('C', '1'), ('E', '1'), (('A', 'C'), '0'), (('C', 'E'), '0')],5,6
A'C+D'E, [([], '0'), ('C', '1'), ('E', '1'), (('A', 'C'), '0'), (('D', 'E'), '0')],4,6
A'E+B'C, [([], '0'), ('C', '1'), ('E', '1'), (('A', 'E'), '0'), (('B', 'C'), '0')],4,6
C+A'B'E, [([], '0'), ('C', '1'), ('E', '1'), (('A', 'E'), '0'), (('B', 'E'), '0')],4,6
A'E+CD', [([], '0'), ('C', '1'), ('E', '1'), (('A', 'E'), '0'), (('C', 'D'), '0')],4,6
CE'+A'C'E, [([], '0'), ('C', '1'), ('E', '1'), (('A', 'E'), '0'), (('C', 'E'), '0')],5,6
C+A'D'E, [([], '0'), ('C', '1'), ('E', '1'), (('A', 'E'), '0'), (('D', 'E'), '0')],4,6
E+B'CD', [([], '0'), ('C', '1'), ('E', '1'), (('B', 'C'), '0'), (('C', 'D'), '0')],4,6
C'E+B'CE', [([], '0'), ('C', '1'), ('E', '1'), (('B', 'C'), '0'), (('C', 'E'), '0')],5,6
B'C+D'E, [([], '0'), ('C', '1'), ('E', '1'), (('B', 'C'), '0'), (('D', 'E'), '0')],4,6
B'E+CD', [([], '0'), ('C', '1'), ('E', '1'), (('B', 'E'), '0'), (('C', 'D'), '0')],4,6
CE'+B'C'E, [([], '0'), ('C', '1'), ('E', '1'), (('B', 'E'), '0'), (('C', 'E'), '0')],5,6
C+B'D'E, [([], '0'), ('C', '1'), ('E', '1'), (('B', 'E'), '0'), (('D', 'E'), '0')],4,6
C'E+CD'E', [([], '0'), ('C', '1'), ('E', '1'), (('C', 'D'), '0'), (('C', 'E'), '0')],5,6
CD'+D'E, [([], '0'), ('C', '1'), ('E', '1'), (('C', 'D'), '0'), (('D', 'E'), '0')],4,6
CE'+C'D'E, [([], '0'), ('C', '1'), ('E', '1'), (('C', 'E'), '0'), (('D', 'E'), '0')],5,6
AC+A'D, [([], '0'), ('C', '0'), ('D', '1'), (('A', 'C'), '1'), (('A', 'D'), '0')],4,6
BC+B'D, [([], '0'), ('C', '0'), ('D', '1'), (('B', 'C'), '1'), (('B', 'D'), '0')],4,6
CE+DE', [([], '0'), ('C', '0'), ('D', '1'), (('C', 'E'), '1'), (('D', 'E'), '0')],4,6
AC+A'E, [([], '0'), ('C', '0'), ('E', '1'), (('A', 'C'), '1'), (('A', 'E'), '0')],4,6
BC+B'E, [([], '0'), ('C', '0'), ('E', '1'), (('B', 'C'), '1'), (('B', 'E'), '0')],4,6
CD+D'E, [([], '0'), ('C', '0'), ('E', '1'), (('C', 'D'), '1'), (('D', 'E'), '0')],4,6
E+A'B'D, [([], '0'), ('D', '1'), ('E', '1'), (('A', 'D'), '0'), (('B', 'D'), '0')],4,6
A'D+B'E, [([], '0'), ('D', '1'), ('E', '1'), (('A', 'D'), '0'), (('B', 'E'), '0')],4,6
E+A'C'D, [([], '0'), ('D', '1'), ('E', '1'), (('A', 'D'), '0'), (('C', 'D'), '0')],4,6
A'D+C'E, [([], '0'), ('D', '1'), ('E', '1'), (('A', 'D'), '0'), (('C', 'E'), '0')],4,6
D'E+A'DE', [([], '0'), ('D', '1'), ('E', '1'), (('A', 'D'), '0'), (('D', 'E'), '0')],5,6
A'E+B'D, [([], '0'), ('D', '1'), ('E', '1'), (('A', 'E'), '0'), (('B', 'D'), '0')],4,6
D+A'B'E, [([], '0'), ('D', '1'), ('E', '1'), (('A', 'E'), '0'), (('B', 'E'), '0')],4,6
A'E+C'D, [([], '0'), ('D', '1'), ('E', '1'), (('A', 'E'), '0'), (('C', 'D'), '0')],4,6
D+A'C'E, [([], '0'), ('D', '1'), ('E', '1'), (('A', 'E'), '0'), (('C', 'E'), '0')],4,6
DE'+A'D'E, [([], '0'), ('D', '1'), ('E', '1'), (('A', 'E'), '0'), (('D', 'E'), '0')],5,6
E+B'C'D, [([], '0'), ('D', '1'), ('E', '1'), (('B', 'D'), '0'), (('C', 'D'), '0')],4,6
B'D+C'E, [([], '0'), ('D', '1'), ('E', '1'), (('B', 'D'), '0'), (('C', 'E'), '0')],4,6
D'E+B'DE', [([], '0'), ('D', '1'), ('E', '1'), (('B', 'D'), '0'), (('D', 'E'), '0')],5,6
B'E+C'D, [([], '0'), ('D', '1'), ('E', '1'), (('B', 'E'), '0'), (('C', 'D'), '0')],4,6
D+B'C'E, [([], '0'), ('D', '1'), ('E', '1'), (('B', 'E'), '0'), (('C', 'E'), '0')],4,6
DE'+B'D'E, [([], '0'), ('D', '1'), ('E', '1'), (('B', 'E'), '0'), (('D', 'E'), '0')],5,6
D'E+C'DE', [([], '0'), ('D', '1'), ('E', '1'), (('C', 'D'), '0'), (('D', 'E'), '0')],5,6
DE'+C'D'E, [([], '0'), ('D', '1'), ('E', '1'), (('C', 'E'), '0'), (('D', 'E'), '0')],5,6
AD+A'E, [([], '0'), ('D', '0'), ('E', '1'), (('A', 'D'), '1'), (('A', 'E'), '0')],4,6
BD+B'E, [([], '0'), ('D', '0'), ('E', '1'), (('B', 'D'), '1'), (('B', 'E'), '0')],4,6
CD+C'E, [([], '0'), ('D', '0'), ('E', '1'), (('C', 'D'), '1'), (('C', 'E'), '0')],4,6
A'+BC', [([], '1'), ('A', '0'), (('A', 'B'), '1'), (('A', 'B', 'C'), '0')],3,6
A'+BD', [([], '1'), ('A', '0'), (('A', 'B'), '1'), (('A', 'B', 'D'), '0')],3,6
A'+BE', [([], '1'), ('A', '0'), (('A', 'B'), '1'), (('A', 'B', 'E'), '0')],3,6
A'+B'C, [([], '1'), ('A', '0'), (('A', 'C'), '1'), (('A', 'B', 'C'), '0')],3,6
A'+CD', [([], '1'), ('A', '0'), (('A', 'C'), '1'), (('A', 'C', 'D'), '0')],3,6
A'+CE', [([], '1'), ('A', '0'), (('A', 'C'), '1'), (('A', 'C', 'E'), '0')],3,6
A'+B'D, [([], '1'), ('A', '0'), (('A', 'D'), '1'), (('A', 'B', 'D'), '0')],3,6
A'+C'D, [([], '1'), ('A', '0'), (('A', 'D'), '1'), (('A', 'C', 'D'), '0')],3,6
A'+DE', [([], '1'), ('A', '0'), (('A', 'D'), '1'), (('A', 'D', 'E'), '0')],3,6
A'+B'E, [([], '1'), ('A', '0'), (('A', 'E'), '1'), (('A', 'B', 'E'), '0')],3,6
A'+C'E, [([], '1'), ('A', '0'), (('A', 'E'), '1'), (('A', 'C', 'E'), '0')],3,6
A'+D'E, [([], '1'), ('A', '0'), (('A', 'E'), '1'), (('A', 'D', 'E'), '0')],3,6
B'+AC', [([], '1'), ('B', '0'), (('A', 'B'), '1'), (('A', 'B', 'C'), '0')],3,6
B'+AD', [([], '1'), ('B', '0'), (('A', 'B'), '1'), (('A', 'B', 'D'), '0')],3,6
B'+AE', [([], '1'), ('B', '0'), (('A', 'B'), '1'), (('A', 'B', 'E'), '0')],3,6
B'+A'C, [([], '1'), ('B', '0'), (('B', 'C'), '1'), (('A', 'B', 'C'), '0')],3,6
B'+CD', [([], '1'), ('B', '0'), (('B', 'C'), '1'), (('B', 'C', 'D'), '0')],3,6
B'+CE', [([], '1'), ('B', '0'), (('B', 'C'), '1'), (('B', 'C', 'E'), '0')],3,6
B'+A'D, [([], '1'), ('B', '0'), (('B', 'D'), '1'), (('A', 'B', 'D'), '0')],3,6
B'+C'D, [([], '1'), ('B', '0'), (('B', 'D'), '1'), (('B', 'C', 'D'), '0')],3,6
B'+DE', [([], '1'), ('B', '0'), (('B', 'D'), '1'), (('B', 'D', 'E'), '0')],3,6
B'+A'E, [([], '1'), ('B', '0'), (('B', 'E'), '1'), (('A', 'B', 'E'), '0')],3,6
B'+C'E, [([], '1'), ('B', '0'), (('B', 'E'), '1'), (('B', 'C', 'E'), '0')],3,6
B'+D'E, [([], '1'), ('B', '0'), (('B', 'E'), '1'), (('B', 'D', 'E'), '0')],3,6
C'+AB', [([], '1'), ('C', '0'), (('A', 'C'), '1'), (('A', 'B', 'C'), '0')],3,6
C'+AD', [([], '1'), ('C', '0'), (('A', 'C'), '1'), (('A', 'C', 'D'), '0')],3,6
C'+AE', [([], '1'), ('C', '0'), (('A', 'C'), '1'), (('A', 'C', 'E'), '0')],3,6
C'+A'B, [([], '1'), ('C', '0'), (('B', 'C'), '1'), (('A', 'B', 'C'), '0')],3,6
C'+BD', [([], '1'), ('C', '0'), (('B', 'C'), '1'), (('B', 'C', 'D'), '0')],3,6
C'+BE', [([], '1'), ('C', '0'), (('B', 'C'), '1'), (('B', 'C', 'E'), '0')],3,6
C'+A'D, [([], '1'), ('C', '0'), (('C', 'D'), '1'), (('A', 'C', 'D'), '0')],3,6
C'+B'D, [([], '1'), ('C', '0'), (('C', 'D'), '1'), (('B', 'C', 'D'), '0')],3,6
C'+DE', [([], '1'), ('C', '0'), (('C', 'D'), '1'), (('C', 'D', 'E'), '0')],3,6
C'+A'E, [([], '1'), ('C', '0'), (('C', 'E'), '1'), (('A', 'C', 'E'), '0')],3,6
C'+B'E, [([], '1'), ('C', '0'), (('C', 'E'), '1'), (('B', 'C', 'E'), '0')],3,6
C'+D'E, [([], '1'), ('C', '0'), (('C', 'E'), '1'), (('C', 'D', 'E'), '0')],3,6
D'+AB', [([], '1'), ('D', '0'), (('A', 'D'), '1'), (('A', 'B', 'D'), '0')],3,6
D'+AC', [([], '1'), ('D', '0'), (('A', 'D'), '1'), (('A', 'C', 'D'), '0')],3,6
D'+AE', [([], '1'), ('D', '0'), (('A', 'D'), '1'), (('A', 'D', 'E'), '0')],3,6
D'+A'B, [([], '1'), ('D', '0'), (('B', 'D'), '1'), (('A', 'B', 'D'), '0')],3,6
D'+BC', [([], '1'), ('D', '0'), (('B', 'D'), '1'), (('B', 'C', 'D'), '0')],3,6
D'+BE', [([], '1'), ('D', '0'), (('B', 'D'), '1'), (('B', 'D', 'E'), '0')],3,6
D'+A'C, [([], '1'), ('D', '0'), (('C', 'D'), '1'), (('A', 'C', 'D'), '0')],3,6
D'+B'C, [([], '1'), ('D', '0'), (('C', 'D'), '1'), (('B', 'C', 'D'), '0')],3,6
D'+CE', [([], '1'), ('D', '0'), (('C', 'D'), '1'), (('C', 'D', 'E'), '0')],3,6
D'+A'E, [([], '1'), ('D', '0'), (('D', 'E'), '1'), (('A', 'D', 'E'), '0')],3,6
D'+B'E, [([], '1'), ('D', '0'), (('D', 'E'), '1'), (('B', 'D', 'E'), '0')],3,6
D'+C'E, [([], '1'), ('D', '0'), (('D', 'E'), '1'), (('C', 'D', 'E'), '0')],3,6
E'+AB', [([], '1'), ('E', '0'), (('A', 'E'), '1'), (('A', 'B', 'E'), '0')],3,6
E'+AC', [([], '1'), ('E', '0'), (('A', 'E'), '1'), (('A', 'C', 'E'), '0')],3,6
E'+AD', [([], '1'), ('E', '0'), (('A', 'E'), '1'), (('A', 'D', 'E'), '0')],3,6
E'+A'B, [([], '1'), ('E', '0'), (('B', 'E'), '1'), (('A', 'B', 'E'), '0')],3,6
E'+BC', [([], '1'), ('E', '0'), (('B', 'E'), '1'), (('B', 'C', 'E'), '0')],3,6
E'+BD', [([], '1'), ('E', '0'), (('B', 'E'), '1'), (('B', 'D', 'E'), '0')],3,6
E'+A'C, [([], '1'), ('E', '0'), (('C', 'E'), '1'), (('A', 'C', 'E'), '0')],3,6
E'+B'C, [([], '1'), ('E', '0'), (('C', 'E'), '1'), (('B', 'C', 'E'), '0')],3,6
E'+CD', [([], '1'), ('E', '0'), (('C', 'E'), '1'), (('C', 'D', 'E'), '0')],3,6
E'+A'D, [([], '1'), ('E', '0'), (('D', 'E'), '1'), (('A', 'D', 'E'), '0')],3,6
E'+B'D, [([], '1'), ('E', '0'), (('D', 'E'), '1'), (('B', 'D', 'E'), '0')],3,6
E'+C'D, [([], '1'), ('E', '0'), (('D', 'E'), '1'), (('C', 'D', 'E'), '0')],3,6
AB'+A'C'D'E', [([], '1'), ('A', '1'), ('B', '1'), ('C', '0'), ('D', '0'), ('E', '0'), (('A', 'B'), '0')],6,7
AC'+A'B'D'E', [([], '1'), ('A', '1'), ('B', '0'), ('C', '1'), ('D', '0'), ('E', '0'), (('A', 'C'), '0')],6,7
AD'+A'B'C'E', [([], '1'), ('A', '1'), ('B', '0'), ('C', '0'), ('D', '1'), ('E', '0'), (('A', 'D'), '0')],6,7
AE'+A'B'C'D', [([], '1'), ('A', '1'), ('B', '0'), ('C', '0'), ('D', '0'), ('E', '1'), (('A', 'E'), '0')],6,7
BC'+A'B'D'E', [([], '1'), ('A', '0'), ('B', '1'), ('C', '1'), ('D', '0'), ('E', '0'), (('B', 'C'), '0')],6,7
BD'+A'B'C'E', [([], '1'), ('A', '0'), ('B', '1'), ('C', '0'), ('D', '1'), ('E', '0'), (('B', 'D'), '0')],6,7
BE'+A'B'C'D', [([], '1'), ('A', '0'), ('B', '1'), ('C', '0'), ('D', '0'), ('E', '1'), (('B', 'E'), '0')],6,7
CD'+A'B'C'E', [([], '1'), ('A', '0'), ('B', '0'), ('C', '1'), ('D', '1'), ('E', '0'), (('C', 'D'), '0')],6,7
CE'+A'B'C'D', [([], '1'), ('A', '0'), ('B', '0'), ('C', '1'), ('D', '0'), ('E', '1'), (('C', 'E'), '0')],6,7
DE'+A'B'C'D', [([], '1'), ('A', '0'), ('B', '0'), ('C', '0'), ('D', '1'), ('E', '1'), (('D', 'E'), '0')],6,7
AB+A'B'C'D'E', [([], '1'), ('A', '0'), ('B', '0'), ('C', '0'), ('D', '0'), ('E', '0'), (('A', 'B'), '1')],7,7
AC+A'B'C'D'E', [([], '1'), ('A', '0'), ('B', '0'), ('C', '0'), ('D', '0'), ('E', '0'), (('A', 'C'), '1')],7,7
AD+A'B'C'D'E', [([], '1'), ('A', '0'), ('B', '0'), ('C', '0'), ('D', '0'), ('E', '0'), (('A', 'D'), '1')],7,7
AE+A'B'C'D'E', [([], '1'), ('A', '0'), ('B', '0'), ('C', '0'), ('D', '0'), ('E', '0'), (('A', 'E'), '1')],7,7
BC+A'B'C'D'E', [([], '1'), ('A', '0'), ('B', '0'), ('C', '0'), ('D', '0'), ('E', '0'), (('B', 'C'), '1')],7,7
BD+A'B'C'D'E', [([], '1'), ('A', '0'), ('B', '0'), ('C', '0'), ('D', '0'), ('E', '0'), (('B', 'D'), '1')],7,7
BE+A'B'C'D'E', [([], '1'), ('A', '0'), ('B', '0'), ('C', '0'), ('D', '0'), ('E', '0'), (('B', 'E'), '1')],7,7
CD+A'B'C'D'E', [([], '1'), ('A', '0'), ('B', '0'), ('C', '0'), ('D', '0'), ('E', '0'), (('C', 'D'), '1')],7,7
CE+A'B'C'D'E', [([], '1'), ('A', '0'), ('B', '0'), ('C', '0'), ('D', '0'), ('E', '0'), (('C', 'E'), '1')],7,7
